Customer_care_calls,Customer_rating,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block,Mode_of_Shipment,Product_importance,Gender,Class
5,1,5,9,1694,2,1,0,1,1
5,4,3,6,4275,0,2,0,1,1
2,3,2,6,1996,3,1,1,0,0
2,2,3,38,7846,0,1,1,1,1
5,3,2,21,2053,0,1,1,0,1
4,4,6,10,4361,1,2,1,0,1
5,4,3,1,4030,0,3,1,0,0
4,1,3,43,2643,1,1,0,0,1
2,1,4,6,4800,2,2,0,1,0
6,1,4,6,1611,3,3,1,0,0
4,3,4,38,1599,4,1,1,0,1
3,4,6,2,5584,3,1,0,1,0
4,4,10,7,4598,0,1,1,0,0
3,5,5,50,2848,0,1,0,0,1
7,4,4,6,1800,2,1,0,1,0
4,3,3,3,5495,4,3,0,0,1
3,4,2,52,3340,3,3,1,0,1
4,1,3,64,2406,4,3,1,0,1
3,5,4,7,4520,0,3,0,1,0
4,3,4,4,1021,2,1,0,0,0
3,2,3,3,5529,3,1,0,1,0
3,5,2,62,3015,4,1,1,0,1
5,5,10,61,2206,0,1,1,0,1
2,1,3,9,5075,2,1,1,1,0
3,4,3,8,3710,2,1,1,1,1
3,1,2,62,1909,0,3,1,1,1
4,4,10,12,1583,4,1,2,1,1
4,4,6,4,1044,3,1,0,0,0
5,5,5,2,1817,0,1,1,1,0
3,5,2,17,2205,2,1,1,1,1
6,4,4,10,1248,0,1,1,1,0
4,5,2,2,5150,3,3,0,1,1
5,4,3,6,5102,3,1,1,0,0
5,4,5,2,5324,1,1,1,1,0
5,1,3,8,5694,1,1,1,0,0
4,5,6,7,4709,0,3,1,0,0
6,5,4,7,1099,0,2,0,0,1
4,2,3,62,1944,1,1,0,1,1
4,2,3,4,5122,0,1,1,0,1
6,3,3,3,5062,0,1,1,0,0
5,2,6,5,1981,4,1,0,0,1
5,5,7,6,5139,0,1,1,1,0
5,5,3,56,3482,1,1,1,0,1
6,5,4,3,1958,2,2,0,0,0
5,5,2,6,3936,0,1,0,0,1
4,4,2,9,5306,0,1,1,0,1
5,5,3,9,5972,1,1,1,0,0
4,1,3,3,4179,0,2,1,1,0
5,3,2,6,1965,0,1,1,1,1
6,3,4,3,1824,0,1,0,1,0
3,1,3,43,3277,4,1,0,0,1
4,4,4,56,2646,1,1,2,0,1
4,3,2,26,1598,4,1,0,1,1
5,3,2,3,4440,4,1,1,1,0
3,4,2,43,1198,3,1,1,1,1
6,3,3,39,2518,2,1,0,0,1
4,1,3,23,3652,2,2,1,0,1
5,1,5,1,1619,4,1,1,1,0
4,1,7,37,2955,4,1,1,1,1
2,1,8,5,4924,0,1,1,0,0
4,5,3,65,3984,4,1,0,1,1
3,2,4,57,1220,0,1,1,1,1
4,3,3,7,4834,1,2,0,0,1
3,5,3,1,4636,1,1,0,1,1
7,3,4,5,1866,2,1,0,0,1
4,1,2,7,4597,4,2,0,1,0
6,2,4,1,1668,0,1,1,1,0
5,1,5,9,1852,0,2,0,0,0
5,1,4,6,4253,1,1,0,1,1
3,2,6,1,4856,0,1,1,0,0
4,5,3,40,3516,4,3,1,1,1
5,3,6,10,1078,2,1,0,0,1
3,3,3,1,5709,4,3,1,1,0
2,5,3,2,5098,3,3,1,0,0
3,2,10,2,5455,2,2,2,1,0
2,3,4,44,3134,3,1,0,1,1
4,5,2,21,3830,4,2,1,0,1
3,4,2,8,4972,0,1,1,0,0
5,2,5,5,5167,2,1,0,0,0
6,2,2,7,5415,0,1,1,0,0
4,2,2,5,4467,4,1,1,1,1
2,1,3,34,2199,0,1,1,1,1
5,4,3,7,5738,2,1,1,1,0
4,3,5,6,4145,4,1,2,0,0
3,1,2,4,1297,0,1,0,0,1
7,1,4,4,1371,3,1,0,1,1
5,1,3,27,1905,0,1,0,0,1
2,1,4,1,4097,0,1,0,1,1
5,3,6,3,1441,3,3,1,1,0
4,2,5,36,3836,0,3,1,1,1
2,1,2,9,4449,1,1,2,0,1
4,3,3,7,4104,0,3,1,1,1
5,4,8,4,5155,2,3,1,0,1
3,3,5,8,5762,3,1,1,1,1
4,5,4,9,5057,4,1,1,1,0
6,2,4,9,1567,2,1,0,0,0
5,4,3,3,4225,4,3,1,1,0
4,2,5,1,1200,3,1,0,1,0
3,4,2,62,2849,2,1,0,0,1
4,2,2,7,5746,3,2,0,1,1
5,5,6,5,1382,1,1,0,1,1
2,3,2,28,1624,1,1,1,0,1
4,5,10,5,3910,1,3,1,0,1
5,4,5,1,1778,2,2,0,0,1
4,3,3,6,4563,3,1,1,0,0
3,5,2,46,2728,3,1,0,1,1
4,5,3,5,3718,1,3,1,1,1
3,4,3,15,1354,4,1,2,0,1
5,5,5,1,1352,0,1,0,0,1
3,5,3,8,4557,4,2,1,0,1
3,4,8,10,4070,4,1,2,0,0
5,3,3,3,4885,1,1,0,0,1
4,5,3,4,4632,4,3,0,1,0
4,5,3,5,5734,4,3,0,0,1
6,3,4,9,1618,2,1,0,1,0
5,2,4,5,3357,4,1,2,0,1
3,2,3,3,5232,0,1,1,0,0
4,3,2,43,2200,2,2,1,1,1
4,1,3,6,5836,0,3,0,1,0
3,1,3,5,3251,0,1,2,1,1
4,2,5,2,1494,1,2,1,1,0
3,2,3,4,1910,0,1,1,0,1
2,4,4,13,2309,2,2,1,1,1
4,3,6,2,4246,0,3,1,1,0
5,5,5,4,1454,0,1,0,1,0
4,5,4,8,5900,2,1,1,1,1
3,5,2,9,5614,4,1,1,0,1
3,1,4,8,5971,4,1,1,0,0
3,5,3,2,4976,4,1,0,1,1
3,1,5,41,1249,2,3,1,0,1
5,4,5,7,1017,3,1,1,0,0
5,4,3,43,3658,1,3,0,0,1
4,5,5,5,1608,2,1,0,0,1
7,3,4,9,1235,4,2,0,0,0
3,4,3,5,4310,0,2,1,0,1
5,4,5,6,4417,2,3,1,0,1
3,5,2,39,2197,0,2,0,0,1
4,4,2,4,5984,4,3,0,0,0
3,1,6,7,4805,2,2,1,0,0
5,4,5,4,1771,3,2,1,0,1
2,2,3,35,1547,2,3,1,1,1
4,3,3,1,4900,0,1,1,1,0
3,5,3,12,3817,0,3,1,0,1
4,3,2,4,5622,0,1,0,0,1
4,3,7,5,5920,0,1,1,1,1
5,1,4,3,4610,4,2,0,1,1
5,5,4,8,5029,1,1,0,1,0
4,5,2,2,4657,0,1,2,0,0
3,4,2,6,5030,4,1,1,0,0
3,3,3,10,5284,3,1,0,0,1
4,1,2,22,1698,0,1,0,0,1
3,4,10,1,5363,4,1,1,1,0
7,1,4,9,1876,4,2,0,1,0
2,5,3,62,1596,0,1,0,0,1
6,2,5,3,1844,0,1,1,1,1
3,1,2,7,5560,3,2,1,1,0
5,2,5,9,1165,2,1,1,0,0
4,3,4,5,4507,1,1,0,0,1
3,3,2,8,5021,4,1,2,0,0
3,1,2,2,5322,1,1,1,0,0
3,1,3,4,4631,1,3,1,1,0
3,2,3,7,5838,4,1,1,1,0
3,2,2,8,4562,0,2,2,1,1
2,3,4,9,5390,2,1,1,1,0
4,1,2,48,1993,2,1,0,1,1
5,5,2,4,5342,0,3,0,0,0
5,1,5,9,1856,0,1,2,0,1
4,4,3,5,4641,2,1,1,0,0
4,1,2,6,5266,2,1,0,1,0
3,1,2,5,4456,0,1,0,0,1
4,3,4,10,1767,0,2,1,1,1
4,1,2,1,5025,0,1,1,1,1
3,3,2,17,3153,4,1,2,1,1
5,5,5,2,4426,3,1,0,0,0
7,2,5,6,1744,0,1,0,1,1
5,2,3,50,1486,0,1,0,0,1
4,2,2,4,4348,0,1,1,1,1
4,5,3,6,4557,2,1,0,0,0
5,5,3,32,1798,0,3,1,0,1
4,4,3,9,5644,1,1,2,0,1
3,4,2,6,5951,3,3,1,1,0
4,1,2,4,4501,0,1,1,0,0
2,3,3,4,5524,4,1,0,1,0
4,2,3,3,5967,1,1,0,0,0
4,4,4,4,5203,0,1,1,1,1
3,3,2,57,1096,3,1,0,0,1
3,2,3,1,4918,4,1,1,1,1
5,2,4,43,1479,2,1,1,1,1
4,3,3,2,5358,2,3,2,1,0
5,2,3,21,2600,0,2,2,1,1
3,3,5,6,4524,4,1,0,0,0
3,3,6,5,5366,0,1,1,0,1
5,3,10,4,4409,1,3,1,1,1
3,2,2,1,4242,0,1,2,1,0
4,3,5,5,1841,4,1,1,1,1
4,4,3,61,2484,3,2,1,0,1
6,2,6,4,4591,3,3,0,0,1
3,2,3,43,3339,4,2,1,1,1
5,3,5,3,1398,0,1,1,0,0
4,3,3,2,5330,4,1,1,0,1
5,5,2,8,4283,0,2,1,1,0
5,2,4,9,5539,0,3,1,0,0
4,3,4,7,4203,3,1,1,1,1
3,1,2,56,1300,0,1,1,0,1
4,3,3,4,4962,2,1,0,0,1
3,4,2,2,4975,2,1,0,1,1
5,4,6,35,1082,4,1,1,1,1
4,5,2,2,5724,4,1,0,1,1
3,1,2,10,4390,3,1,1,0,1
5,2,5,10,5111,0,1,0,1,0
4,1,8,4,4295,2,1,1,1,0
6,5,4,8,1755,4,1,1,1,0
4,2,2,3,5876,3,1,2,0,1
5,3,4,1,5119,3,1,1,1,0
5,5,5,6,4463,2,1,0,0,0
3,1,3,13,1861,2,2,2,0,1
4,3,2,2,4522,1,3,0,0,0
6,2,3,3,1904,1,1,0,1,1
3,3,3,6,4654,2,1,0,1,0
3,3,2,39,2449,4,2,1,0,1
5,5,3,6,4423,3,1,0,1,1
6,3,5,6,1184,0,3,1,0,0
4,3,2,2,4701,0,1,1,1,1
3,4,2,15,2281,3,1,0,0,1
3,3,3,61,2123,0,1,0,0,1
3,5,2,17,1422,4,1,0,1,1
3,4,6,10,4579,2,1,1,0,1
3,4,6,27,2249,3,1,0,0,1
5,5,5,2,1975,4,1,1,1,1
3,4,2,15,3287,1,2,0,1,1
5,1,3,40,1062,0,2,0,1,1
6,5,6,28,1216,3,1,2,0,1
3,5,10,41,3015,0,1,1,1,1
3,4,3,22,3593,2,2,1,0,1
4,5,2,3,4724,4,1,0,1,1
2,1,2,7,4721,0,1,0,1,0
3,3,3,1,4769,3,1,0,1,0
2,3,5,29,1254,2,1,0,1,1
6,4,4,7,1795,4,3,1,1,0
5,2,3,22,2935,1,2,0,0,1
5,5,3,8,3257,4,3,1,0,1
3,4,2,5,4574,0,1,1,1,0
4,2,5,45,2383,2,1,0,0,1
4,5,2,6,4660,0,1,0,0,1
4,3,3,37,3436,4,1,0,0,1
6,3,6,5,4352,0,1,2,0,1
3,4,3,49,3441,0,1,1,0,1
5,2,2,9,5672,0,1,1,0,0
4,4,5,10,4356,0,1,1,1,0
2,4,5,7,5541,4,1,1,0,0
4,2,3,8,4390,2,1,1,1,1
6,5,4,3,1624,0,1,0,1,1
5,4,3,6,4157,1,1,2,1,0
3,1,2,1,2597,0,1,2,0,1
5,4,3,10,4025,4,1,1,1,1
6,1,4,2,1592,4,1,1,1,0
3,3,3,5,5937,0,1,0,1,0
4,5,3,2,4867,1,1,1,0,0
5,5,4,5,5987,1,1,0,0,1
2,3,3,4,5127,2,1,0,0,0
4,5,2,10,4366,2,1,1,1,1
4,3,2,9,4145,4,1,0,1,0
5,2,2,1,5112,2,1,2,0,0
3,4,2,5,4660,4,1,0,0,1
3,4,2,52,2078,0,1,1,0,1
6,1,4,4,1263,3,2,0,0,1
4,3,4,10,4291,2,1,0,0,1
3,1,4,59,3838,4,1,2,1,1
3,3,4,2,4921,1,1,2,0,1
4,3,4,5,4660,0,1,1,0,0
3,5,6,8,5791,3,1,0,0,1
2,3,3,48,1801,1,1,0,0,1
4,3,5,3,1639,3,1,1,1,0
4,3,3,6,4964,2,3,1,1,0
3,2,3,3,4563,2,1,2,1,1
4,5,3,38,1146,4,1,0,1,1
4,4,3,10,4262,0,1,1,0,0
3,2,3,54,3001,0,1,1,1,1
6,1,4,22,3537,0,3,2,0,1
6,3,4,8,1547,1,2,1,0,0
3,4,3,9,4111,0,1,1,1,0
4,1,2,6,5719,0,1,0,0,1
7,2,4,4,1321,0,2,2,1,0
3,4,3,5,4077,0,2,0,0,0
7,1,4,4,1151,2,3,0,0,0
5,5,3,10,2280,3,3,0,1,1
4,4,3,5,4812,3,1,1,1,0
6,5,4,3,1440,0,1,1,0,1
6,4,4,5,4262,3,3,1,0,0
4,2,2,10,4028,2,2,0,0,0
6,5,4,62,2400,0,1,1,1,1
4,4,3,4,5236,0,1,1,0,0
5,5,4,10,1200,0,1,2,1,1
3,4,2,48,1706,3,1,0,1,1
4,4,4,59,2358,2,1,1,0,1
6,1,4,10,1960,3,1,0,1,0
4,1,3,5,4382,3,1,1,0,0
3,4,2,1,4742,1,1,0,1,0
5,5,5,4,4627,2,1,1,0,0
4,2,2,10,4061,1,1,2,0,1
5,2,4,7,4883,3,2,0,0,0
3,3,2,21,3342,3,1,0,1,1
3,3,3,64,1630,3,1,0,1,1
4,3,7,1,5315,2,1,1,0,0
5,4,5,5,1861,0,1,1,1,0
4,2,4,5,5469,0,1,1,0,0
4,3,4,5,5593,4,1,1,1,0
3,3,10,7,4423,3,1,0,0,0
4,4,2,6,5101,1,1,1,0,1
3,1,2,10,5379,2,1,0,1,1
3,3,4,10,1690,0,3,0,1,1
3,1,10,10,5473,0,3,1,1,0
6,3,4,8,1884,1,1,1,0,0
4,5,3,16,3722,0,1,1,1,1
4,1,4,10,4570,4,1,2,1,1
3,4,6,1,4543,1,1,1,1,1
5,3,3,6,4934,4,3,0,1,1
3,2,3,46,3642,4,1,0,1,1
2,2,5,7,4138,4,1,0,1,1
5,4,4,8,4116,2,1,1,0,0
2,4,5,2,4303,3,1,1,0,1
5,4,6,3,1700,0,3,0,1,0
6,3,4,3,1291,0,1,0,0,0
5,3,2,4,3757,2,1,0,1,1
3,1,6,59,3375,1,1,1,0,1
3,1,6,5,5339,3,1,0,1,0
5,2,4,48,1068,1,1,1,1,1
5,5,4,5,5749,4,2,0,1,0
3,2,4,10,5163,0,1,0,0,0
2,3,3,22,1024,0,1,1,1,1
3,4,3,1,5040,0,2,0,1,1
6,4,5,8,4388,2,1,1,0,0
5,5,5,5,1742,0,2,0,1,0
4,4,5,9,1869,4,1,1,0,1
3,4,3,3,2371,4,2,0,0,1
4,2,5,2,1195,1,1,0,1,0
3,4,2,37,1080,2,3,1,0,1
5,1,5,8,1382,0,1,1,1,1
3,3,2,9,1177,2,1,0,1,1
5,1,3,5,5663,0,3,1,0,0
5,4,3,1,5011,1,1,0,0,0
3,4,4,8,4780,4,1,1,0,0
4,2,4,10,5322,4,1,0,0,0
3,4,2,5,5513,4,1,2,0,0
4,4,2,8,4672,0,3,1,0,0
4,3,3,10,5434,4,1,1,0,0
3,4,10,4,5456,4,2,1,0,1
2,2,4,9,4184,0,1,2,1,1
5,5,2,10,5794,1,1,0,1,0
5,5,2,5,4250,4,3,1,1,0
4,2,3,9,5296,0,2,0,0,1
4,5,4,10,4004,2,1,1,0,0
3,5,3,49,1333,1,1,0,0,1
5,1,4,64,3231,1,1,2,0,1
4,2,3,6,5691,3,1,0,0,1
4,5,4,4,5736,2,1,0,0,0
3,1,3,40,3536,3,3,1,0,1
3,1,2,51,2719,4,1,0,1,1
5,3,3,4,4969,0,1,0,1,1
3,4,3,8,4410,4,1,1,1,0
4,5,2,3,5546,2,1,0,1,0
3,1,2,6,5267,1,1,1,0,0
4,2,3,3,5549,1,1,0,1,1
2,3,3,24,7588,0,1,1,0,1
3,2,2,29,1690,4,1,1,0,1
3,3,4,9,5631,4,2,0,0,1
2,1,2,4,4992,0,1,0,0,0
4,2,5,7,1134,1,3,1,1,1
6,5,4,5,1264,1,1,0,1,1
4,5,2,36,2497,3,1,1,0,1
3,3,3,8,5929,2,1,1,0,0
5,3,3,8,5131,0,3,0,0,0
5,2,5,6,1002,0,3,1,1,0
4,5,3,32,3723,0,3,1,0,1
5,4,4,10,5156,4,1,0,1,0
4,4,3,58,2522,3,1,0,0,1
4,4,6,3,5459,1,3,1,0,0
5,3,3,62,1304,4,2,1,1,1
4,1,3,55,2686,0,3,1,1,1
2,5,3,30,1030,2,1,0,0,1
3,1,3,2,4746,0,1,0,1,1
3,3,2,8,4593,3,1,2,0,1
6,2,4,6,5264,0,1,0,1,0
5,5,2,7,5712,0,1,1,1,1
2,1,2,6,4382,2,2,1,0,1
3,3,3,3,4405,1,2,0,1,0
5,5,3,9,1691,0,3,0,0,1
2,4,3,7,5736,0,2,1,1,0
5,4,3,8,5468,0,2,0,0,1
3,1,2,10,5932,1,2,0,0,1
4,5,2,51,2820,0,1,1,1,1
4,3,5,2,5751,3,2,0,1,1
2,3,4,3,5079,4,1,0,1,0
3,5,2,2,4193,2,1,1,0,0
3,1,2,10,5064,0,3,0,0,1
4,2,2,37,2563,3,1,1,1,1
4,1,4,15,1391,0,1,2,1,1
5,1,3,7,5342,2,1,0,1,0
6,3,4,5,1397,4,1,1,1,0
5,3,3,2,5986,1,3,1,0,1
3,3,2,2,5512,2,1,1,1,0
4,3,5,5,1395,4,1,0,1,0
4,5,2,10,4706,4,1,0,1,1
4,1,3,5,5989,0,1,2,0,0
5,5,3,5,5045,0,1,0,0,0
2,1,3,7,4999,3,1,2,0,0
4,3,2,7,4032,0,1,2,1,1
4,1,3,10,4172,4,1,0,0,0
4,5,4,5,5264,3,1,1,0,0
4,5,2,59,2239,1,1,1,1,1
3,1,2,6,4897,0,3,0,1,1
4,5,2,10,5067,1,2,0,0,0
4,5,5,7,1225,0,1,0,1,0
3,5,3,9,4892,4,1,2,1,1
5,4,2,6,4535,3,1,0,0,0
4,3,6,8,4525,1,1,2,1,0
5,5,4,9,1551,2,1,0,0,0
4,4,5,8,4233,4,1,0,0,1
6,1,5,10,1787,4,1,0,0,0
3,2,3,3,5807,2,2,1,1,0
5,1,2,31,3454,2,1,1,1,1
3,3,2,1,5244,1,1,0,1,0
3,2,10,1,5721,4,1,0,1,1
3,2,2,3,5099,2,3,0,0,1
5,4,5,2,1178,1,1,0,0,1
4,5,3,7,4363,3,1,0,0,0
5,4,3,5,5907,1,2,2,0,1
3,2,5,12,3054,4,2,1,0,1
7,5,4,7,1364,3,1,0,0,0
5,5,4,5,4562,2,1,2,0,0
6,2,3,7,5219,4,1,1,0,1
4,4,4,8,5219,4,1,0,0,1
6,3,4,2,5917,0,1,1,1,1
4,3,3,52,1199,0,3,0,0,1
4,1,3,5,4120,2,1,1,0,1
4,4,3,9,5350,4,1,1,0,1
4,4,3,8,4223,2,1,0,0,1
5,2,3,15,2153,0,1,1,0,1
5,1,3,5,4392,2,1,1,0,0
4,1,2,5,5647,1,1,1,0,0
5,1,5,2,1812,0,3,0,1,0
3,5,3,3,1273,1,2,0,1,1
4,5,5,7,1070,1,3,1,0,1
4,3,4,7,4024,4,1,1,1,1
2,4,4,7,4743,1,3,0,0,1
3,3,5,8,2182,4,1,0,1,1
4,5,3,23,1695,2,3,0,0,1
4,3,2,64,1910,4,1,1,0,1
5,5,10,2,5890,0,1,2,0,0
6,1,5,10,1304,1,3,0,0,1
5,4,6,7,5509,2,1,2,1,1
3,1,3,1,4872,4,1,1,1,0
4,5,7,1,4357,4,1,1,0,0
4,4,4,45,3234,0,1,0,1,1
6,5,4,7,1461,0,3,1,1,1
6,5,4,4,1202,0,1,0,1,0
3,1,2,1,5749,4,1,0,1,0
3,3,2,3,4527,0,2,1,1,0
3,1,2,52,1125,2,1,0,0,1
3,2,3,5,5995,1,1,1,1,1
3,2,10,9,4483,2,3,1,1,0
6,4,4,1,1384,3,1,1,1,1
4,2,6,4,1644,4,1,1,0,0
5,1,8,6,5888,0,2,0,0,1
3,5,3,2,3417,0,1,0,1,1
4,5,2,3,5394,2,1,0,1,0
4,5,3,5,5191,2,1,1,1,0
4,1,2,33,3269,4,3,2,1,1
2,1,5,9,1548,1,3,0,0,1
4,3,8,4,4686,2,1,0,1,0
3,3,3,7,4816,3,1,0,1,1
2,4,3,6,4427,3,2,2,1,1
5,2,4,7,4424,0,1,1,0,0
5,2,6,5,5195,1,1,1,0,1
4,4,3,2,4279,0,2,0,0,1
5,5,3,10,5121,3,2,1,0,1
3,5,2,6,5804,1,1,1,1,0
3,4,2,14,3528,2,2,1,1,1
3,4,4,10,4415,0,1,0,1,0
2,2,6,63,1279,0,3,1,0,1
5,2,6,2,1852,2,1,1,0,1
4,5,3,5,5584,1,2,0,0,0
2,5,10,8,5472,0,2,2,1,0
3,2,4,1,5210,0,1,1,1,1
5,4,5,5,4782,4,2,0,0,0
3,3,2,6,5101,3,1,0,1,0
4,3,2,12,1092,0,2,0,0,1
7,2,4,5,1210,4,1,1,1,0
4,3,5,6,1367,0,1,0,1,1
3,1,4,58,1751,1,3,0,0,1
4,2,2,23,2533,0,2,0,0,1
3,3,2,42,1763,0,1,0,0,1
3,1,2,44,3688,2,1,0,1,1
4,4,3,3,4422,4,2,1,1,1
5,3,4,2,1437,4,1,0,1,0
3,1,2,7,4375,1,2,0,0,0
4,3,5,4,4666,3,1,0,1,1
5,1,3,10,5289,1,1,0,1,0
2,4,3,8,5668,4,1,1,0,1
3,5,2,7,4619,3,3,0,0,0
4,2,3,3,5130,4,1,0,0,0
4,2,2,3,5607,4,3,1,1,0
3,3,2,52,3236,0,3,1,0,1
4,2,3,7,4381,2,1,1,1,1
2,3,2,45,1965,3,1,0,1,1
5,1,5,49,3187,4,1,1,0,1
4,1,3,4,4789,0,1,1,0,0
4,1,3,6,4472,3,1,1,0,0
4,2,5,5,1900,1,1,1,1,0
3,2,2,5,3443,0,1,0,0,1
6,2,4,3,1665,1,1,1,0,0
2,1,2,5,4163,0,1,0,0,1
5,2,3,51,3402,1,1,0,0,1
5,5,6,2,4995,1,2,1,0,1
5,1,5,4,1257,4,1,0,1,0
4,3,5,2,1442,0,3,0,0,0
4,2,5,4,1223,0,1,0,0,1
4,3,4,4,5161,3,3,0,1,0
4,3,3,46,2344,3,2,0,0,1
4,1,3,3,4896,4,1,0,1,0
3,1,3,38,1829,4,3,0,0,1
5,3,3,1,4186,0,3,1,1,1
3,3,3,8,4549,2,1,1,0,0
3,1,3,42,3698,1,3,1,1,1
3,5,3,10,5585,0,3,1,0,0
4,4,4,6,4175,0,1,0,1,0
3,4,4,2,4052,2,2,1,1,0
3,5,3,3,5156,2,1,0,0,0
3,2,2,54,1614,0,1,0,0,1
4,5,2,35,3695,0,1,1,1,1
2,5,6,3,4497,2,1,1,0,1
4,4,3,3,5616,1,1,2,0,0
3,2,3,7,5154,0,2,0,0,1
4,3,3,1,5843,0,1,0,0,0
6,5,5,51,3569,0,1,1,1,1
3,3,3,23,1281,4,1,1,1,1
4,3,4,4,5685,3,1,1,0,0
3,2,2,10,4290,0,2,1,1,0
2,1,2,10,4854,0,3,1,1,1
4,3,4,9,4375,1,1,1,0,0
6,2,5,26,1585,4,1,0,1,1
5,3,4,38,1407,2,1,1,1,1
4,4,2,8,1386,2,1,1,1,1
4,3,3,4,1991,1,1,0,1,0
3,4,8,56,3337,1,1,0,0,1
3,1,10,15,1107,2,1,1,0,1
5,3,6,9,3715,0,1,1,1,1
3,1,2,26,1715,1,1,0,1,1
3,5,6,21,3559,0,2,0,1,1
3,1,2,28,3646,1,1,1,1,1
5,1,3,2,5013,4,3,0,0,1
4,2,3,3,1705,0,1,0,1,1
3,2,10,14,1375,4,1,2,1,1
5,4,2,8,5073,0,2,1,1,0
4,1,3,7,4883,1,2,1,1,0
4,5,3,7,4114,2,3,1,0,0
3,5,6,9,4793,2,2,2,1,0
4,1,8,9,5489,1,1,1,0,1
5,5,2,27,3957,4,1,0,1,1
3,2,4,17,1276,3,1,1,0,1
3,5,10,59,2182,4,1,1,1,1
2,2,3,60,2053,0,1,2,0,1
3,5,3,52,1513,3,3,1,0,1
2,4,6,5,3986,0,3,0,1,1
7,1,4,4,1653,2,1,1,1,1
7,4,4,6,1362,2,1,1,0,1
4,3,10,10,5644,3,1,2,1,0
5,3,5,9,1312,3,1,0,0,1
5,3,3,2,4671,4,1,0,0,1
4,5,4,48,1972,1,1,2,0,1
3,3,2,4,5958,4,2,1,0,1
4,4,2,6,5221,0,1,1,0,0
6,4,5,10,1680,3,1,1,0,0
3,1,5,62,1505,0,1,0,1,1
3,4,8,24,1594,3,1,0,0,1
4,3,3,57,1911,0,2,1,0,1
5,4,4,9,5469,1,2,0,1,0
5,2,2,35,2184,2,1,0,0,1
5,1,5,9,1932,0,1,1,0,1
4,1,4,2,5082,0,2,1,1,0
2,4,3,1,5437,3,1,0,0,1
5,2,6,6,1511,4,2,0,0,1
5,1,2,46,1387,0,1,0,1,1
6,5,4,3,1217,4,1,0,0,1
3,4,4,23,2048,4,1,0,0,1
5,2,5,10,1274,0,1,0,0,1
7,3,4,3,1989,1,1,1,1,0
3,4,3,1,5543,1,1,1,1,0
5,2,2,5,5703,0,1,0,1,0
4,5,2,30,1782,3,2,0,0,1
5,2,4,9,5922,0,3,0,0,0
6,2,5,3,1696,0,1,0,1,0
3,1,10,7,2991,1,1,0,1,1
3,5,3,4,1889,2,2,1,0,1
6,5,4,8,5351,3,1,1,0,0
4,1,2,2,1752,2,1,1,0,0
5,3,2,5,4764,0,2,1,0,1
3,3,4,17,3675,4,2,1,0,1
4,5,3,3,4741,2,3,1,1,1
5,4,5,4,1155,3,1,0,0,0
3,2,3,10,4117,3,1,1,1,0
6,4,4,2,1051,4,2,0,0,1
3,2,2,1,5862,3,1,0,1,0
3,4,4,9,4744,2,1,2,0,0
2,4,2,3,5850,0,1,1,0,1
4,2,3,7,5821,1,1,1,1,0
3,2,3,22,2818,4,1,0,1,1
3,2,2,8,5889,4,1,1,1,0
7,1,4,4,1488,4,1,0,1,0
4,3,6,2,1046,0,1,0,1,1
5,4,3,4,4424,4,1,1,0,1
5,3,3,2,5587,4,1,0,0,1
2,2,3,2,4153,0,1,1,0,0
4,4,3,33,3678,2,2,0,0,1
4,4,3,6,5778,1,3,1,0,1
3,2,3,4,5531,2,1,1,1,0
6,3,5,7,1767,3,1,0,0,1
7,2,4,6,1632,0,1,0,1,0
4,2,3,5,5950,0,3,1,0,0
4,4,3,20,1523,4,1,0,1,1
3,5,3,4,5561,3,3,0,1,1
4,5,6,8,4146,2,1,1,1,0
3,5,2,12,3730,3,1,1,0,1
4,2,2,7,5026,3,1,0,1,0
5,3,3,6,4037,2,1,1,0,1
5,5,5,8,1123,2,1,0,0,1
6,5,4,8,1465,1,1,0,1,0
5,4,3,9,5841,0,3,2,1,1
3,2,5,9,5744,0,3,1,1,1
5,3,3,45,2628,2,1,2,1,1
4,1,4,10,4632,0,1,1,0,0
3,4,2,9,5235,0,1,1,1,1
4,4,3,9,5016,3,3,0,0,0
5,1,3,2,5141,2,1,2,1,1
3,1,2,9,5987,0,1,1,1,1
4,5,2,10,4552,4,1,1,1,0
6,1,5,2,5364,0,1,2,1,0
3,2,6,1,5855,4,1,1,1,0
4,5,3,6,5473,3,3,2,0,1
4,4,6,8,1175,0,1,1,0,0
6,1,3,10,4858,2,1,0,0,0
4,1,2,48,2804,0,2,0,0,1
5,2,3,2,5132,0,1,0,1,1
5,5,6,5,1616,4,1,1,1,0
5,5,4,8,1311,3,1,0,1,0
5,2,3,5,5756,0,1,0,0,1
3,3,3,3,5746,1,1,0,0,1
4,5,2,2,4721,0,1,0,1,1
2,5,3,5,2947,3,3,0,0,1
2,1,2,44,1213,3,1,0,0,1
3,4,4,5,4429,3,3,1,1,0
3,4,4,1,5341,0,3,0,1,0
3,1,2,8,5378,1,1,1,1,1
2,5,5,10,4623,4,1,1,0,1
4,4,3,6,4335,4,1,1,1,1
3,1,4,4,4057,1,1,1,1,0
2,3,3,39,1477,4,1,1,0,1
5,5,3,3,4071,2,1,1,0,1
3,1,4,9,4571,3,3,1,1,0
4,4,6,4,1869,0,1,1,1,0
2,5,4,9,4086,4,1,1,1,0
5,5,3,1,4274,3,1,0,1,0
4,5,3,3,5939,1,3,1,1,1
